all_scores,batch_fit_time,dbi,mia,n_sample,preprocessing,silhouette,t0,total_sample,transform,experiment_name,som_dim,n_clust,date,best_clusters
,20.73718596,2.342009561,12.04200615,3295194,,0.017327011,1530658047,3295194,,exp2_kmeans,0,125,2018-07-04,
,22.04426098,2.324415772,12.73355097,3295194,,0.033131118,1530658079,3295194,,exp2_kmeans,0,128,2018-07-04,
,14.49782896,2.572552928,12.84213565,3295194,,0.014065856,1530658103,3295194,,exp2_kmeans,0,131,2018-07-04,
,16.78796029,2.597255038,13.96175624,3295194,,0.002137674,1530658129,3295194,,exp2_kmeans,0,134,2018-07-04,
,15.11386418,2.473482622,0.549258363,3295194,unit_norm,0.093152845,1530658155,3295194,,exp2_norm_kmeans,0,5,2018-07-04,
,8.751500607,2.595235544,0.524610571,3295194,unit_norm,0.095501876,1530658170,3295194,,exp2_norm_kmeans,0,8,2018-07-04,
,11.33164787,2.289574966,0.510223734,3295194,unit_norm,0.090488396,1530658187,3295194,,exp2_norm_kmeans,0,11,2018-07-04,
,8.987514019,2.12426348,0.489774491,3295194,unit_norm,0.085060528,1530658202,3295194,,exp2_norm_kmeans,0,14,2018-07-04,
,9.261529684,2.240646397,0.484586174,3295194,unit_norm,0.085222014,1530658218,3295194,,exp2_norm_kmeans,0,17,2018-07-04,
,22.10926461,2.091137439,0.469083731,3295194,unit_norm,0.093410959,1530658246,3295194,,exp2_norm_kmeans,0,20,2018-07-04,
,9.923567533,2.201235237,0.467430291,3295194,unit_norm,0.083583076,1530658265,3295194,,exp2_norm_kmeans,0,23,2018-07-04,
,15.92191052,2.113111802,0.453989314,3295194,unit_norm,0.09017181,1530658287,3295194,,exp2_norm_kmeans,0,26,2018-07-04,
,22.06626225,2.139288249,0.450166929,3295194,unit_norm,0.087097711,1530658316,3295194,,exp2_norm_kmeans,0,29,2018-07-04,
,25.64246678,2.173217944,0.452592337,3295194,unit_norm,0.092717789,1530658349,3295194,,exp2_norm_kmeans,0,32,2018-07-04,
,34.26195979,2.114710994,0.447280748,3295194,unit_norm,0.095428731,1530658389,3295194,,exp2_norm_kmeans,0,35,2018-07-04,
,11.31964755,2.244695752,0.458678403,3295194,unit_norm,0.08118472,1530658407,3295194,,exp2_norm_kmeans,0,38,2018-07-04,
,23.53534627,2.218065743,0.445019009,3295194,unit_norm,0.085422031,1530658438,3295194,,exp2_norm_kmeans,0,41,2018-07-04,
,27.83459187,2.180484392,0.437963179,3295194,unit_norm,0.086945397,1530658473,3295194,,exp2_norm_kmeans,0,44,2018-07-04,
,26.43351197,2.125034809,0.437565686,3295194,unit_norm,0.091075383,1530658506,3295194,,exp2_norm_kmeans,0,47,2018-07-04,
,27.97659993,2.185820341,0.43390847,3295194,unit_norm,0.087529632,1530658543,3295194,,exp2_norm_kmeans,0,50,2018-07-04,
,43.656497,2.177158692,0.431194065,3295194,unit_norm,0.084344393,1530658593,3295194,,exp2_norm_kmeans,0,53,2018-07-04,
,45.99163055,2.162947253,0.427547083,3295194,unit_norm,0.076785051,1530658646,3295194,,exp2_norm_kmeans,0,56,2018-07-04,
,46.58266449,2.221945379,0.428728298,3295194,unit_norm,0.078203037,1530658700,3295194,,exp2_norm_kmeans,0,59,2018-07-04,
,47.81873488,2.1986015,0.427002587,3295194,unit_norm,0.083829484,1530658755,3295194,,exp2_norm_kmeans,0,62,2018-07-04,
,48.60377979,2.21685439,0.42514726,3295194,unit_norm,0.074711401,1530658811,3295194,,exp2_norm_kmeans,0,65,2018-07-04,
,51.94297075,2.121155122,0.423930053,3295194,unit_norm,0.084445728,1530658870,3295194,,exp2_norm_kmeans,0,68,2018-07-04,
,11.97968507,2.326199012,0.44269797,3295194,unit_norm,0.081926811,1530658890,3295194,,exp2_norm_kmeans,0,71,2018-07-04,
,51.68595648,2.177567888,0.420846853,3295194,unit_norm,0.071504829,1530658949,3295194,,exp2_norm_kmeans,0,74,2018-07-04,
,54.06109214,2.160617552,0.420391911,3295194,unit_norm,0.078766985,1530659010,3295194,,exp2_norm_kmeans,0,77,2018-07-04,
,52.24298811,2.137638397,0.420518212,3295194,unit_norm,0.081186875,1530659070,3295194,,exp2_norm_kmeans,0,80,2018-07-04,
,34.91699719,2.224875556,0.417838016,3295194,unit_norm,0.078405553,1530659113,3295194,,exp2_norm_kmeans,0,83,2018-07-04,
,33.16189671,2.195418163,0.4167175,3295194,unit_norm,0.078543435,1530659154,3295194,,exp2_norm_kmeans,0,86,2018-07-04,
,54.91814113,2.149450416,0.416419095,3295194,unit_norm,0.077970343,1530659216,3295194,,exp2_norm_kmeans,0,89,2018-07-04,
,55.3431654,2.150632044,0.415397653,3295194,unit_norm,0.083961248,1530659280,3295194,,exp2_norm_kmeans,0,92,2018-07-04,
,49.21081471,2.176079167,0.410518226,3295194,unit_norm,0.079350043,1530659337,3295194,,exp2_norm_kmeans,0,95,2018-07-04,
,49.80684876,2.163858969,0.411562201,3295194,unit_norm,0.073734986,1530659395,3295194,,exp2_norm_kmeans,0,98,2018-07-04,
,45.42359829,2.189579212,0.411278275,3295194,unit_norm,0.078974747,1530659449,3295194,,exp2_norm_kmeans,0,101,2018-07-04,
,52.50100303,2.16038321,0.41039462,3295194,unit_norm,0.073535866,1530659510,3295194,,exp2_norm_kmeans,0,104,2018-07-04,
,59.51740408,2.157826426,0.40798954,3295194,unit_norm,0.074826092,1530659578,3295194,,exp2_norm_kmeans,0,107,2018-07-04,
,56.93425632,2.171602132,0.408182364,3295194,unit_norm,0.076471022,1530659643,3295194,,exp2_norm_kmeans,0,110,2018-07-04,
,13.90879583,2.394134054,0.429951556,3295194,unit_norm,0.058859823,1530659666,3295194,,exp2_norm_kmeans,0,113,2018-07-04,
,64.29367733,2.206049512,0.405305944,3295194,unit_norm,0.073343343,1530659739,3295194,,exp2_norm_kmeans,0,116,2018-07-04,
,59.39539719,2.173575598,0.40347026,3295194,unit_norm,0.065545092,1530659807,3295194,,exp2_norm_kmeans,0,119,2018-07-04,
,62.07455039,2.199341184,0.404838147,3295194,unit_norm,0.077422537,1530659879,3295194,,exp2_norm_kmeans,0,122,2018-07-04,
,61.31150699,2.134644057,0.405160241,3295194,unit_norm,0.071807425,1530659950,3295194,,exp2_norm_kmeans,0,125,2018-07-04,
,68.43991446,2.152432489,0.404056871,3295194,unit_norm,0.074817664,1530660030,3295194,,exp2_norm_kmeans,0,128,2018-07-04,
,67.86388183,2.181481405,0.399707711,3295194,unit_norm,0.068932079,1530660107,3295194,,exp2_norm_kmeans,0,131,2018-07-04,
,57.55029178,2.15770125,0.401643691,3295194,unit_norm,0.07475974,1530660174,3295194,,exp2_norm_kmeans,0,134,2018-07-04,
,13.10674953,2.853026021,12.46748801,3295194,,0.068049471,1530660212,3295194,,exp2_som,5,0,2018-07-04,
,25.05743337,2.862624445,12.24668508,3295194,,0.044385661,1530660272,3295194,,exp2_som,7,0,2018-07-04,
,37.8911674,3.332651706,12.52533136,3295194,,0.031971304,1530660342,3295194,,exp2_som,9,0,2018-07-04,
,54.39711118,3.360395233,10.17105477,3295194,,-0.002899113,1530660433,3295194,,exp2_som,11,0,2018-07-04,
,99.78370738,3.3317754,9.718085007,3295194,,-0.014846863,1530660569,3295194,,exp2_som,13,0,2018-07-04,
,128.1923323,3.690090252,9.936684044,3295194,,-0.007172644,1530660735,3295194,,exp2_som,15,0,2018-07-04,
,137.4668624,3.898247916,8.631530754,3295194,,-0.032036851,1530660914,3295194,,exp2_som,17,0,2018-07-04,
,176.23508,4.177836745,10.00170777,3295194,,-0.021268567,1530661136,3295194,,exp2_som,19,0,2018-07-04,
,202.7005939,4.632316136,10.94853712,3295194,,-0.02717027,1530661387,3295194,,exp2_som,21,0,2018-07-04,
,242.2088535,4.84673329,9.87824957,3295194,,-0.048205151,1530661684,3295194,,exp2_som,23,0,2018-07-04,
,348.0979099,5.01382815,10.23860705,3295194,,-0.041941775,1530662092,3295194,,exp2_som,25,0,2018-07-04,
,380.6387713,5.536824607,10.12086468,3295194,,-0.055343243,1530662541,3295194,,exp2_som,27,0,2018-07-04,
,392.4074442,5.246542079,10.98184813,3295194,,-0.055923003,1530663010,3295194,,exp2_som,29,0,2018-07-04,
,14.88285112,2.784486827,13.36914145,3295194,,0.084778948,1530682929,3295194,,exp2_som,5,0,2018-07-04,
,24.04537511,2.783910789,12.09060771,3295194,,0.023218659,1530682987,3295194,,exp2_som,7,0,2018-07-04,
,38.42619801,3.418066033,11.52318247,3295194,,0.018155822,1530683058,3295194,,exp2_som,9,0,2018-07-04,
,55.43317056,3.297892419,10.05034112,3295194,,-0.008356861,1530683148,3295194,,exp2_som,11,0,2018-07-04,
,95.48546147,3.656993841,10.34766694,3295194,,0.00753365,1530683279,3295194,,exp2_som,13,0,2018-07-04,
,117.5547237,3.937466709,10.91858512,3295194,,-0.011329498,1530683435,3295194,,exp2_som,15,0,2018-07-04,
,138.3969159,3.991387295,8.388084485,3295194,,-0.03855872,1530683614,3295194,,exp2_som,17,0,2018-07-04,
,168.665647,4.150968391,9.211627091,3295194,,-0.026279719,1530683829,3295194,,exp2_som,19,0,2018-07-04,
,201.4325211,4.951671665,8.961134369,3295194,,-0.037251983,1530684079,3295194,,exp2_som,21,0,2018-07-04,
,237.8486042,4.897882218,9.102420759,3295194,,-0.058520135,1530684372,3295194,,exp2_som,23,0,2018-07-04,
,343.847667,5.279919924,10.21860936,3295194,,-0.05258039,1530684775,3295194,,exp2_som,25,0,2018-07-04,
,355.9523594,5.17577826,9.808412818,3295194,,-0.060035929,1530685199,3295194,,exp2_som,27,0,2018-07-04,
,415.6777756,5.284882965,8.602149356,3295194,,-0.06281979,1530685692,3295194,,exp2_som,29,0,2018-07-04,
,14.79184604,2.676832581,12.98948715,3295194,,0.073745205,1530691401,3295194,,exp2_som,5,0,2018-07-04,
,25.57446265,2.940611347,12.68543956,3295194,,0.053667106,1530691459,3295194,,exp2_som,7,0,2018-07-04,
,37.50414515,3.066099629,10.29321814,3295194,,-0.000935997,1530691530,3295194,,exp2_som,9,0,2018-07-04,
,55.52417588,3.669768806,10.63662111,3295194,,-0.002339101,1530691621,3295194,,exp2_som,11,0,2018-07-04,
,104.2009599,3.702025221,10.28009471,3295194,,-0.0009462,1530691762,3295194,,exp2_som,13,0,2018-07-04,
,124.0900977,3.757498617,9.087768173,3295194,,-0.027464601,1530691926,3295194,,exp2_som,15,0,2018-07-04,
,147.3214264,4.026139023,9.668228666,3295194,,-0.015257479,1530692115,3295194,,exp2_som,17,0,2018-07-04,
,179.8752882,4.244624518,9.86461229,3295194,,-0.028502743,1530692340,3295194,,exp2_som,19,0,2018-07-04,
,213.842231,4.406719491,10.20771996,3295194,,-0.032852063,1530692604,3295194,,exp2_som,21,0,2018-07-04,
,244.2759719,4.893036117,8.953778655,3295194,,-0.046314456,1530692904,3295194,,exp2_som,23,0,2018-07-04,
,344.1776857,5.062641379,10.08191803,3295194,,-0.055425336,1530693317,3295194,,exp2_som,25,0,2018-07-04,
,384.4229879,5.201599814,10.3525293,3295194,,-0.045915141,1530693778,3295194,,exp2_som,27,0,2018-07-04,
,443.7973838,5.327265139,9.816621232,3295194,,-0.066719181,1530694311,3295194,,exp2_som,29,0,2018-07-04,
,48.67578435,2.284420275,22.49507333,3295194,,0.255740213,1530695246,3295194,kmeans,test,10,7,2018-07-04,
,48.67578435,2.354199276,22.50552826,3295194,,0.286670809,1530695271,3295194,kmeans,test,10,8,2018-07-04,
,48.67578435,2.498932336,21.68253791,3295194,,0.254165435,1530695293,3295194,kmeans,test,10,9,2018-07-04,
,63.33462262,2.187853164,23.34628254,3295194,,0.308212677,1530695417,3295194,kmeans,test,11,7,2018-07-04,
,63.33462262,2.360149134,21.79091407,3295194,,0.245628886,1530695439,3295194,kmeans,test,11,8,2018-07-04,
,63.33462262,2.306752801,21.63782602,3295194,,0.268884783,1530695461,3295194,kmeans,test,11,9,2018-07-04,
,47.71472931,2.100399308,21.88528376,3295194,,0.242011409,1530696417,3295194,kmeans,test,10,7,2018-07-04,
,47.71472931,2.410720674,21.69144302,3295194,,0.232358512,1530696438,3295194,kmeans,test,10,8,2018-07-04,
,47.71472931,2.518687719,21.00779151,3295194,,0.223042529,1530696462,3295194,kmeans,test,10,9,2018-07-04,
,56.79724884,2.3203913,22.20226679,3295194,,0.304612841,1530696574,3295194,kmeans,test,11,7,2018-07-04,
,56.79724884,2.341471026,21.42482551,3295194,,0.274182002,1530696596,3295194,kmeans,test,11,8,2018-07-04,
,56.79724884,2.582167095,20.47364334,3295194,,0.273670182,1530696617,3295194,kmeans,test,11,9,2018-07-04,
,46.22264385,2.308183239,23.88973657,3295194,,0.314452158,1530718692,3295194,kmeans,test,10,7,2018-07-04,
,46.22264385,2.387987675,23.43298376,3295194,,0.357335098,1530718714,3295194,kmeans,test,10,8,2018-07-04,
,46.22264385,2.465725618,22.38521905,3295194,,0.25466848,1530718735,3295194,kmeans,test,10,9,2018-07-04,
,56.88725376,2.140114187,22.5619793,3295194,,0.288374483,1530718847,3295194,kmeans,test,11,7,2018-07-04,
,56.88725376,2.407823813,22.76030399,3295194,,0.303060499,1530718869,3295194,kmeans,test,11,8,2018-07-04,
,56.88725376,2.494785287,22.54236806,3295194,,0.281599578,1530718892,3295194,kmeans,test,11,9,2018-07-04,
,44.83156419,2.4406991,21.1888826,3295194,,0.2490582,1530719298,3295194,kmeans,test,10,8,2018-07-04,
,44.83156419,2.535617927,20.79382986,3295194,,0.216216257,1530719321,3295194,kmeans,test,10,9,2018-07-04,
,55.18815637,2.361348817,22.6825107,3295194,,0.280057132,1530719420,3295194,kmeans,test,11,8,2018-07-04,
,55.18815637,2.522881054,22.00531121,3295194,,0.311403279,1530719444,3295194,kmeans,test,11,9,2018-07-04,
,17.92302513,2.198485354,24.78033972,3295194,,0.246881402,1530719848,3295194,,test,0,8,2018-07-04,
,9.114521265,2.332701724,18.522511,3295194,,0.057514801,1530719863,3295194,,test,0,9,2018-07-04,
,8.886508226,2.465878934,19.08396288,3295194,,0.162044801,1530719880,3295194,,test,0,10,2018-07-04,
,8.88550806,2.264423744,18.30735125,3295194,,0.225002763,1530719895,3295194,,test,0,11,2018-07-04,
,15.62389374,2.691961038,12.97208138,3295194,,0.072668366,1530720416,3295194,,exp2_som,5,0,2018-07-04,
,26.44751287,2.915077001,12.07359864,3295194,,0.034870327,1530720474,3295194,,exp2_som,7,0,2018-07-04,
,38.93322706,3.135472692,12.58165106,3295194,,0.035323588,1530720544,3295194,,exp2_som,9,0,2018-07-04,
,56.06320667,3.370330295,10.37148651,3295194,,0.006725017,1530720634,3295194,,exp2_som,11,0,2018-07-04,
,99.76070595,3.587377145,9.68502484,3295194,,-0.012346708,1530720769,3295194,,exp2_som,13,0,2018-07-04,
,116.0586381,3.76139253,10.77828873,3295194,,-0.009865483,1530720923,3295194,,exp2_som,15,0,2018-07-04,
,135.6107566,3.925713872,10.16442689,3295194,,-0.019916777,1530721098,3295194,,exp2_som,17,0,2018-07-04,
,178.3632016,4.216881835,9.757922366,3295194,,-0.014984708,1530721320,3295194,,exp2_som,19,0,2018-07-04,
,201.6245325,4.707528059,11.21851928,3295194,,-0.032703595,1530721568,3295194,,exp2_som,21,0,2018-07-04,
,244.8680058,4.698074289,10.03762544,3295194,,-0.048185803,1530721866,3295194,,exp2_som,23,0,2018-07-04,
,343.2926352,4.885287638,9.973652397,3295194,,-0.038024504,1530722266,3295194,,exp2_som,25,0,2018-07-04,
,378.0436227,5.756525767,9.062040115,3295194,,-0.05959032,1530722709,3295194,,exp2_som,27,0,2018-07-04,
,394.657573,5.167969831,11.82038378,3295194,,-0.050455494,1530723177,3295194,,exp2_som,29,0,2018-07-04,
,12.99974346,2.755757956,0.456501359,3295194,unit_norm,0.022043923,1530723275,3295194,,exp2_norm_som,5,0,2018-07-04,
,25.42945433,2.834278292,0.430742661,3295194,unit_norm,0.023987052,1530723336,3295194,,exp2_norm_som,7,0,2018-07-04,
,37.32213449,3.130827393,0.421486789,3295194,unit_norm,0.017243131,1530723407,3295194,,exp2_norm_som,9,0,2018-07-04,
,54.34210825,3.335433006,0.405939839,3295194,unit_norm,0.015421269,1530723496,3295194,,exp2_norm_som,11,0,2018-07-04,
,100.6697578,3.398642316,0.394258724,3295194,unit_norm,0.012059058,1530723633,3295194,,exp2_norm_som,13,0,2018-07-04,
,122.2699935,3.566559527,0.392263393,3295194,unit_norm,0.003442301,1530723792,3295194,,exp2_norm_som,15,0,2018-07-04,
,143.4132025,3.726623283,0.387662975,3295194,unit_norm,-0.003236264,1530723975,3295194,,exp2_norm_som,17,0,2018-07-04,
,173.4299197,3.957228502,0.380593091,3295194,unit_norm,-0.01752692,1530724191,3295194,,exp2_norm_som,19,0,2018-07-04,
,207.9608946,3.963370759,0.364498601,3295194,unit_norm,-0.025009016,1530724448,3295194,,exp2_norm_som,21,0,2018-07-04,
,246.9141226,4.238102032,0.361585598,3295194,unit_norm,-0.035767981,1530724748,3295194,,exp2_norm_som,23,0,2018-07-04,
,336.7422607,4.451546484,0.358162125,3295194,unit_norm,-0.03748183,1530725141,3295194,,exp2_norm_som,25,0,2018-07-04,
,364.091825,4.577795346,0.354699532,3295194,unit_norm,-0.04975861,1530725570,3295194,,exp2_norm_som,27,0,2018-07-04,
,398.2737799,4.714921439,0.36255985,3295194,unit_norm,-0.049020969,1530726044,3295194,,exp2_norm_som,29,0,2018-07-04,
,425.4663351,2.587600061,0.550847308,3295194,unit_norm,0.076657159,1530726554,3295194,kmeans,exp2_norm_som+kmeans,30,5,2018-07-04,
,425.4663351,2.38153865,0.52200438,3295194,unit_norm,0.075638574,1530726576,3295194,kmeans,exp2_norm_som+kmeans,30,8,2018-07-04,
,425.4663351,2.195679609,0.494638977,3295194,unit_norm,0.067974489,1530726598,3295194,kmeans,exp2_norm_som+kmeans,30,11,2018-07-04,
,425.4663351,2.155959242,0.48857162,3295194,unit_norm,0.066149954,1530726619,3295194,kmeans,exp2_norm_som+kmeans,30,14,2018-07-04,
,425.4663351,2.254212612,0.478975448,3295194,unit_norm,0.071552071,1530726641,3295194,kmeans,exp2_norm_som+kmeans,30,17,2018-07-04,
,425.4663351,2.252961569,0.472485323,3295194,unit_norm,0.072282035,1530726663,3295194,kmeans,exp2_norm_som+kmeans,30,20,2018-07-04,
,425.4663351,2.270092198,0.466945622,3295194,unit_norm,0.048544847,1530726685,3295194,kmeans,exp2_norm_som+kmeans,30,23,2018-07-04,
,425.4663351,2.307280471,0.460258949,3295194,unit_norm,0.04937236,1530726707,3295194,kmeans,exp2_norm_som+kmeans,30,26,2018-07-04,
,425.4663351,2.283350849,0.458188373,3295194,unit_norm,0.065392769,1530726728,3295194,kmeans,exp2_norm_som+kmeans,30,29,2018-07-04,
,425.4663351,2.330133079,0.457494424,3295194,unit_norm,0.067449529,1530726750,3295194,kmeans,exp2_norm_som+kmeans,30,32,2018-07-04,
,425.4663351,2.314790461,0.449570055,3295194,unit_norm,0.054322967,1530726772,3295194,kmeans,exp2_norm_som+kmeans,30,35,2018-07-04,
,425.4663351,2.294286252,0.447602717,3295194,unit_norm,0.054332587,1530726794,3295194,kmeans,exp2_norm_som+kmeans,30,38,2018-07-04,
,425.4663351,2.365275393,0.447517321,3295194,unit_norm,0.051530275,1530726816,3295194,kmeans,exp2_norm_som+kmeans,30,41,2018-07-04,
,425.4663351,2.386711922,0.444097609,3295194,unit_norm,0.054193031,1530726838,3295194,kmeans,exp2_norm_som+kmeans,30,44,2018-07-04,
,425.4663351,2.367475752,0.441515153,3295194,unit_norm,0.059941693,1530726860,3295194,kmeans,exp2_norm_som+kmeans,30,47,2018-07-04,
,425.4663351,2.437961104,0.437750538,3295194,unit_norm,0.051570069,1530726883,3295194,kmeans,exp2_norm_som+kmeans,30,50,2018-07-04,
,425.4663351,2.373821843,0.434530054,3295194,unit_norm,0.054206935,1530726906,3295194,kmeans,exp2_norm_som+kmeans,30,53,2018-07-04,
,425.4663351,2.486291752,0.433603398,3295194,unit_norm,0.054366257,1530726928,3295194,kmeans,exp2_norm_som+kmeans,30,56,2018-07-04,
,425.4663351,2.362658497,0.431829566,3295194,unit_norm,0.054055952,1530726951,3295194,kmeans,exp2_norm_som+kmeans,30,59,2018-07-04,
,425.4663351,2.427268836,0.430097738,3295194,unit_norm,0.048894432,1530726974,3295194,kmeans,exp2_norm_som+kmeans,30,62,2018-07-04,
,425.4663351,2.353189918,0.427154363,3295194,unit_norm,0.04983286,1530726997,3295194,kmeans,exp2_norm_som+kmeans,30,65,2018-07-04,
,425.4663351,2.400570437,0.426460105,3295194,unit_norm,0.049491588,1530727020,3295194,kmeans,exp2_norm_som+kmeans,30,68,2018-07-04,
,425.4663351,2.496494522,0.425361497,3295194,unit_norm,0.051656977,1530727044,3295194,kmeans,exp2_norm_som+kmeans,30,71,2018-07-04,
,425.4663351,2.460174657,0.423911762,3295194,unit_norm,0.053476536,1530727067,3295194,kmeans,exp2_norm_som+kmeans,30,74,2018-07-04,
,425.4663351,2.427416957,0.419748097,3295194,unit_norm,0.056275329,1530727091,3295194,kmeans,exp2_norm_som+kmeans,30,77,2018-07-04,
,425.4663351,2.498431688,0.423229777,3295194,unit_norm,0.057353952,1530727116,3295194,kmeans,exp2_norm_som+kmeans,30,80,2018-07-04,
,425.4663351,2.461107179,0.423079468,3295194,unit_norm,0.05419531,1530727138,3295194,kmeans,exp2_norm_som+kmeans,30,83,2018-07-04,
,425.4663351,2.56401643,0.420729114,3295194,unit_norm,0.035894405,1530727162,3295194,kmeans,exp2_norm_som+kmeans,30,86,2018-07-04,
,425.4663351,2.520034662,0.41826525,3295194,unit_norm,0.05564948,1530727185,3295194,kmeans,exp2_norm_som+kmeans,30,89,2018-07-04,
,425.4663351,2.6018183,0.419362941,3295194,unit_norm,0.05111601,1530727208,3295194,kmeans,exp2_norm_som+kmeans,30,92,2018-07-04,
,425.4663351,2.565878524,0.418578407,3295194,unit_norm,0.048280112,1530727232,3295194,kmeans,exp2_norm_som+kmeans,30,95,2018-07-04,
,425.4663351,2.595159142,0.41691545,3295194,unit_norm,0.041138917,1530727257,3295194,kmeans,exp2_norm_som+kmeans,30,98,2018-07-04,
,425.4663351,2.641929477,0.412696613,3295194,unit_norm,0.04634603,1530727280,3295194,kmeans,exp2_norm_som+kmeans,30,101,2018-07-04,
,425.4663351,2.632626053,0.414403829,3295194,unit_norm,0.046896133,1530727305,3295194,kmeans,exp2_norm_som+kmeans,30,104,2018-07-04,
,425.4663351,2.616941077,0.41345624,3295194,unit_norm,0.040805608,1530727329,3295194,kmeans,exp2_norm_som+kmeans,30,107,2018-07-04,
,425.4663351,2.656824073,0.412457836,3295194,unit_norm,0.045904044,1530727353,3295194,kmeans,exp2_norm_som+kmeans,30,110,2018-07-04,
